文字	编码	拆分	分类	权重
䰱	WsOOOFgRnRnQg	⻗口口口工人人鬼	ExtA	100
𨟯	WsOOOFgRnRnTe	口口口工人人阝	ExtB	100
𤮹	WsOOOFgRnRnUw	口口口工人人瓦	ExtB	100
𧢱	WsOOOFgRnRnXxXxAEr	口口口工人人爻冖見	ExtB	100
𩆞	WsOOOGa	⻗口口口田	ExtB	100
𤮸	WsOOOGaUw	⻗口口口田瓦	ExtB	100
𩆜	WsOOOGv	口口口玉	ExtB	100
𤫊	WsOOOGw	口口口王	ExtB	100
𩇄	WsOOOIb	口口口音	ExtB	100
𩆚	WsOOOIce	口口口	ExtB	100
𠠢	WsOOOJd	口口口刀	ExtB	100
𩇃	WsOOOJgJgJg	口口口弓弓弓	ExtB	100
龗	WsOOOKl	⻗口口口龍	CJK	9000004
𪛈	WsOOOKg	⻗口口口⿔	ExtB	100
𪈝	WsOOOKi	口口口鳥	ExtB	100
𤴤	WsOOOL	口口口疋	ExtB	100
𩙈	WfOOOMu	風口口口木	ExtB	100
𩙰	WfOOOMu	风口口口木	ExtB	100
孁	WsOOONv	⻗口口口女	CJK	9000001
𩇎	WsOOONrOOTu	口口口大口口土	ExtB	100
𩵀	WsOOOQg	口口口鬼	ExtB	100
𩵂	WsOOOQg	口口口鬼	ExtB	100
𩆖	WsOOORjZd	口口口亼龴	ExtB	100
霝	WsOOO	⻗口口口	CJK	9000022
𩆼	WsOOOSvRjZd	⻗口口口氵亽龴	ExtB	100
酃	WsOOOTe	⻗口口口阝	CJK	9876148
煰	WuOOO	火口口口	CJK	9000001
𦉣	WsOOOUf	口口口缶	ExtB	100
𤮮	WsOOOUw	口口口瓦	ExtB	100
㪮	WsOOOXp	⻗口口口攴	ExtA	100
𨟮	WsOOOXpTyi	⻗口口口攵邑	ExtB	100
𩂩	WsOO	⻗口口	ExtB	100
𡮕	WaOOS	口口丨	ExtB	100
𤍲	WuOOSQi	火口口丨心	ExtB	100
焒	WuOO	火口口	CJK	9000001
𤉈	WuOOZ	火口口乚	ExtB	100
𠒦	WrOPO	光口丿口	ExtB	100
𩘺	WfOQGb	風口丄貝	ExtB	100
𩙬	WfOQGb	风口丄贝	ExtB	100
𤏳	WuOQGb	火口丄貝	ExtB	100
炾	WuORe	火口儿	CJK	9000001
𤌻	WuOSOO	火口丨口口	ExtB	100
㲴	WqOS	气口丨	ExtA	100
𩗻	WfOSQi	風口丨心	ExtB	100
𨛔	WwOTe	不口阝	ExtB	100
𩇂	WsOUaa	口鼎	ExtB	100
㕾	WiOUbi	小口匕	ExtA	100
炽	WuOVb	火口八	CJK	9950476
𩂝	WsOX	⻗口	ExtB	100
𪸧	WuOYj	火口巾	ExtC	100
𩃉	WsOZNr	口㇞大	ExtB	100
𤉇	WuOZNr	火口㇞大	ExtB	100
少	WiP	小丿	CJK	9999196
燠	WuPAUiNr	火丿冂米大	CJK	9784472
𡭸	WiPAHiO	小丿冂一口	ExtB	100
𤈍	WuPAO	火丿冂口	ExtB	100
𪸰	WuPAkO	火丿囗口	ExtC	100
𩅧	WsPAsPSv	丿罒丿	ExtB	100
𡮀	WiPAkVbA	小丿囗八冂	ExtB	100
𤏓	WuPAXmHiZ	火丿冂釆一ㄅ	ExtB	100
燻	WuPqBw	火千黑	CJK	9750022
爋	WuPqBwFi	火千黑力	CJK	9000001
𤑕	WuPqBwFi	火千黑力	ExtB	100
𢒮	WiPBaNrY	小丿白大彡	ExtB	100
𡦐	WuPkBoNz	火勹日子	ExtB	100
㶷	WuPkBo	火勹日	ExtA	100
𤈎	WuPkBo	火勹日	ExtB	100
𡭽	WiPBoWi	小丿曰小	ExtB	100
𧈅	WiPBoWiKhu	小丿曰小虎	ExtB	100
虩	WiPBoWiKhu	小丿曰小虍	兼容增补	100
煼	WuPkCPkC	火勹勹	CJK	9750058
𡮹	WiPCAHiKsi	小丿艹冖一豕	ExtB	100
𤆭	WuPCg	火丿廾	ExtB	100
𩗰	WfPqCTi	千艹士	ExtB	100
𩃒	WsPqCTi	千艹士	ExtB	100
𡭲	WiPCU	小丿屮凵	ExtB	100
灼	WuPkD	火勹丶	CJK	9974308
炿	WuPDa	火丿丹	CJK	100
𩖚	WfPkD	風勹丶	ExtB	100
𩖛	WfPd	風凡	ExtB	100
𤆘	WuPd	火凡	ExtB	100
省	WiPEmu	小丿目	CJK	9999596
𦕉	WiPEe	小丿耳	ExtB	100
䚇	WiPEmuEr	小丿目見	ExtA	100
𡭺	WiPEh	小丿而	ExtB	100
毟	WiPEm	小丿毛	CJK	9000001
省	WiPEmu	小丿目	兼容文字	100
𣢒	WiPEq	小丿欠	ExtB	100
𨜜	WiPEmuTe	小丿目阝	ExtB	100
㼳	WiPEmuUw	小丿目瓦	ExtA	100
劣	WiPFi	小丿力	CJK	9967990
𠢣	WiPFiIceCv	小丿力	ExtB	100
劣	WiPFi	小丿力	兼容文字	100
𠣇	WiPFiNfNfLc	小丿力夫夫車	ExtB	100
煄	WuPqGaTu	火千田土	CJK	9881240
㷲	WuPqGaTuFi	火千田土力	ExtA	100
𤑛	WuPqGaTuFiWu	火千田土力灬	ExtB	100
𡮵	WaPqGaTu	尚千田土	ExtB	100
𨤢	WiPGaTu	小丿田土	ExtB	100
𣱧	WqPqGaTu	气千田土	ExtB	100
𡮴	WiPkGwUgaCv	小勹王	ExtB	100
灹	WuPHz	火丿七	CJK	9000001
𩖜	WfPpHi	風几一	ExtB	100
䨋	WsPHz	⻗丿七	ExtA	100
𤆚	WuPHz	火丿七	ExtB	100
𥅷	WiPIEmu	小丿亠目	ExtB	100
𩘇	WfPkIi	風勹言	ExtB	100
霤	WsPJdGa	⻗刀田	CJK	9703000
𠚺	WiPJd	小丿刂	ExtB	100
飀	WfPJdGa	風刀田	CJK	9000001
熘	WuPJdGa	火刀田	CJK	9881238
飗	WfPJdGa	风刀田	CJK	9840630
㽌	WsPJdGaUw	⻗刀田瓦	ExtA	100
䬟	WfPJdJrJd	風刀金刂	ExtA	100
㶢	WuPj	火九	ExtA	100
㝹	WiPKtu	小丿兔	ExtA	9000001
𩗝	WfPKc	風丿虫	ExtB	100
䲵	WiPKi	小丿鳥	ExtA	100
𡮯	WiPKuOL	小丿口辶	ExtB	100
𩵮	WiPKv	小丿魚	ExtB	100
烻	WuPLhL	火丿止廴	CJK	9934198
𤇮	WuPLi	火丿之	ExtB	100
𩃀	WsPLhL	丿止廴	ExtB	100
𩄗	WsPLhPVbF	丿止丿丷	ExtB	100
𤈐	WuPMw	火丿未	ExtB	100
燆	WuPNrOAO	火丿大口冂口	CJK	9000001
𠀶	WwPNf	不丿夫	ExtB	100
𡭟	WiPNr	小丿大	ExtB	100
𩆅	WsPNrUh	丿大韭	ExtB	100
𩘉	WfPOLa	風丿口⽱	ExtB	100
䨞	WsPOLa	⻗丿口⽱	ExtA	100
𪹋	WuPOLa	火丿口⽱	ExtC	100
𪸎	WuPPp	火丿几	ExtC	100
𩁸	WsPp	几	ExtB	100
𠘺	WvPp	几	ExtB	100
𠘶	WwPp	不几	ExtB	100
氕	WqP	气丿	CJK	9750892
𦐶	WiPRnEv	小丿亻羽	ExtB	100
𤈯	WuPRnRnHz	火丿人人七	ExtB	100
𤍡	WuPRnRnRnRnHz	火丿人人人人七	ExtB	100
𩂢	WsPSv	丿	ExtB	100
𨙹	WiPTe	小丿阝	ExtB	100
𨚈	WiPTyi	小丿邑	ExtB	100
𨚒	WiPTyi	小丿邑	ExtB	100
𩃹	WsPqUj	千臼	ExtB	100
甭	WwPv	不用	CJK	9976636
𤆥	WuPkVe	火勹二	ExtB	100
烀	WuPVbF	火丿丷	CJK	9806078
雽	WsPVbF	⻗丿丷	CJK	9000002
𪨄	WiPVbJdGb	小丿八刀貝	ExtC	100
㶲	WuPv	火用	ExtA	100
烁	WuPWi	火小	CJK	9928592
𪨆	WiPWuGaHiYi	小丿火田一	ExtC	100
𡭝	WiPWi	小丿小	ExtB	100
𡮗	WiPWwL	小丿不辶	ExtB	100
𡮏	WiPWiPWiP	小丿小丿小丿	ExtB	100
𪹐	WuPoWu	火句灬	ExtC	100
雭	WsPx	⻗及	CJK	9000010
𩖪	WfPx	風及	ExtB	100
𡮑	WiPXzNzZ	小丿爫子乚	ExtB	100
𤆣	WuPx	火	ExtB	100
𤈤	WuPkXU	火勹㐅凵	ExtB	100
㷓	WuPkYDQi	火勹丶心	ExtA	100
𩂜	WsPkYD	勹丶	ExtB	100
𩖨	WfPkY	風勹	ExtB	100
䬍	WfPkYQi	風勹心	ExtA	100
䨚	WsPkYQi	⻗勹心	ExtA	100
𩂑	WsPpY	⻗几	ExtB	100
𩂂	WsPkY	勹	ExtB	100
𤆞	WuPkY	火勹	ExtB	100
炮	WuPkZsi	火勹巳	CJK	9995150
𩖴	WfPZi	風卩	ExtB	100
𩂞	WsPZi	⻗卩	ExtB	100
㶯	WuPZi	火卩	ExtA	100
雹	WsPkZsi	⻗勹巳	CJK	9922482
颮	WfPkZsi	風勹巳	CJK	9000001
飑	WfPkZsi	风勹巳	CJK	9849846
𪺃	WuPkZsiWaTu	火勹巳土	ExtC	100
魂	WvQg	云鬼	CJK	9987612
⽓	Wq	气	康熙部首	100
𤎆	WuQbuAcTu	火⺊土	ExtB	100
焯	WuQbuBoCi	火⺊日十	CJK	9918638
𩘀	WfQbuBoCi	風⺊日十	ExtB	100
𩙩	WfQbuBoCi	风⺊日十	ExtB	100
𤋟	WuQBoL	火日夊	ExtB	100
䨩	WsQsBoS	⻗礻日丨	ExtA	100
𤆊	WuQbu	火卜	ExtB	100
𩆽	WsQiCAsADxi	忄艹罒冖夕	ExtB	100
㷻	WuQCxiHiWu	火卌一灬	ExtA	100
𤍄	WuQsDh	火礻且	ExtB	100
𤋺	WuQbuGb	火⺊貝	ExtB	100
𩳁	WrQg	光鬼	ExtB	100
𩳧	WsQg	鬼	ExtB	100
𤌋	WuQg	火鬼	ExtB	100
䰟	WvQg	云鬼	ExtA	100
𩃆	WsQiHiKji	忄一彑	ExtB	100
𩄭	WsQiHuO	忄五口	ExtB	100
忥	WqQi	气心	CJK	9932732
𢖿	WiQi	小心	ExtB	100
𩂈	WsQi	心	ExtB	100
𤆸	WuQi	火心	ExtB	100
𢗫	WwQi	不心	ExtB	100
𤐠	WuQsKjiSv	火礻彑氺	ExtB	100
𩗟	WfQbuL	風⺊疋	ExtB	100
颴	WfQL	風疋	CJK	100
霉	WsQNm	⻗母	CJK	9970392
烸	WuQNm	火母	CJK	9000001
𪵥	WqQNm	气母	ExtC	100
颭	WfQbuO	風⺊口	CJK	9797522
飐	WfQbuO	风⺊口	CJK	9394020
𤍸	WuQOOO	火口口口	ExtB	100
炶	WuQbuO	火⺊口	CJK	9940654
䫾	WfQiP	風心丿	ExtA	100
𫠈	WfQiP	风心丿	ExtD	100
𤇩	WuQiP	火心丿	ExtB	100
炸	WuQQ	火	CJK	9992300
𩂖	WsQQ		ExtB	100
𤇋	WuQs	火示	ExtB	100
霏	WsQv	⻗非	CJK	9960974
𩅫	WsQiVbKsi	忄丷豕	ExtB	100
𩙢	WfQgVbKsiVbKsi	風鬼丷豕丷豕	ExtB	100
𤊬	WuQv	火非	ExtB	100
炧	WuQYe	火也	CJK	9000001
𪸏	WuQZyi	火乙	ExtC	100
光	Wr	光	CJK	9998560
煥	WuRAvNr	火⺈大	CJK	9332142
𤎈	WuRAvFXyD	火⺈又丶	ExtB	100
𤏥	WuRnAKz	火亻冖隹	ExtB	100
焕	WuRANr	火⺈冂大	CJK	9953136
熗	WuRnAhuO	火人口	CJK	9000001
𤏬	WuRnAhuOJd	火人口刂	ExtB	100
燴	WuRjAkWiBo	火亼囗⺌曰	CJK	9000001
𠁞	WwRjAkWiBo	不亼囗⺌曰	ExtB	100
𩆁	WsRjAkWiBo	亼囗⺌曰	ExtB	100
𩄴	WsRnCfDF	⻗亻㇏	ExtB	100
𪞅	WvReCGsiO	儿艹厶口	ExtC	100
䬔	WfRjDvJd	風亼⺝刂	ExtA	100
𪹊	WuRjDvJd	火亼⺝刂	ExtC	100
𩙋	WfRjDvJdL	風亼⺝刂辶	ExtB	100
𫕲	WsRjDvJdL	⻗亼⺝刂辶	ExtC	100
𩙍	WfRjDvJdQi	風亼⺝刂心	ExtB	100
𩂙	WsRuDxi	⻗入夕	ExtB	100
𤇔	WuRDxi	火⺈夕	ExtB	100
充	WvRe	儿	CJK	9989956
党	WaRe	儿	CJK	9999406
𩩇	WvReEgu	儿⾻	ExtB	100
灮	WuRe	火儿	CJK	9774882
𠘺	WvRe	儿	兼容增补	100
𩒘	WvReEye	儿頁	ExtB	100
𩂛	WsRnFc	亻寸	ExtB	100
𠡜	WvReFi	儿力	ExtB	100
𩘋	WfRnFgJsi	風亻矢	ExtB	100
𩃺	WsRnFgJsi	亻矢	ExtB	100
𪹍	WuRnFgJsi	火亻矢	ExtC	100
烇	WuRnGw	火人王	CJK	9927810
𫕤	WsRnGr	⻗亻壬	ExtC	100
𩄸	WsRnGrXp	亻壬攴	ExtB	100
𩃫	WsRnHiBa	亻一白	ExtB	100
𪸽	WuRnHgTu	火亻土	ExtC	100
㷍	WuRjIce	火亼	ExtA	100
炌	WuRnJ	火人	CJK	9000001
𩂠	WsRnJyi	⻗亻弋	ExtB	100
𦫢	WaRKb	尚⺈巴	ExtB	100
𩃊	WsRKb	⺈巴	ExtB	100
𩃪	WsRnKc	人虫	ExtB	100
𪁇	WvReKi	儿鳥	ExtB	100
烌	WuRnMu	火亻木	CJK	9000001
𩗆	WfRnMu	風亻木	ExtB	100
𩂯	WsRnMu	亻木	ExtB	100
𩃐	WsRnNsD	亻氏丶	ExtB	100
𠇌	WvRn	云人	ExtB	100
𫝅	WvRn	人	ExtD	100
熻	WuRjOEv	火亼口羽	CJK	9966724
𤍼	WuRjOIce	火亼口	ExtB	100
𤑯	WuRjOORnRnJd	火亼口口人人刂	ExtB	100
㷿	WuRjOORnRn	火亼口口人人	ExtA	100
𩅼	WsRjOORnRn	亼口口人人	ExtB	100
𤒦	WuRjOORnRnXp	火亼口口人人攵	ExtB	100
䨐	WsRjO	⻗亼口	ExtA	100
烚	WuRjO	火亼口	CJK	9000001
𩃥	WsRnPpHiYj	亻⺇一巾	ExtB	100
𩃅	WsRnQbuO	雨亻⺊口	ExtB	100
𤉔	WuRnQQ	火亻	ExtB	100
𩃔	WsRnRnJge	人人戈	ExtB	100
𩃢	WsRnRnJge	⻗人人戈	ExtB	100
𤒯	WuRnRnJgeUh	火人人戈韭	ExtB	100
𩆷	WsRnRnJgeUh	人人戈韭	ExtB	100
𣱰	WqRnRnJgeUh	气人人戈韭	ExtB	100
𤈰	WuRnRnRnHiZ	火亻人人一ㄅ	ExtB	100
𤎳	WuRnRnRnRnBo	火人人人人日	ExtB	100
𤉛	WuRnRnTu	火人人土	ExtB	100
𡍂	WwRnRnTu	不人人土	ExtB	100
焔	WuRSBo	火⺈丨日	CJK	9000001
𤈷	WuRjSHi	火亼⺍一	ExtB	100
䨹	WsRnSLBw	⻗亻丨夂黑	ExtA	100
𪞀	WrRS	光⺈亅	ExtC	100
雿	WsReSbSb	⻗儿冫	CJK	9000001
烑	WuReSbSb	火儿冫	CJK	9000001
𩗚	WfRnSXp	風亻丨攵	ExtB	100
𤇧	WuRnTi	火亻士	ExtB	100
𠺞	WsRnTuO	⻗人土口	ExtB	100
𤐐	WuRTcVbIi	火⺈厂八言	ExtB	100
𩗜	WfRTcZi	風⺈厂⺋	ExtB	100
焰	WuRUj	火⺈臼	CJK	9961724
炛	WuRnUb	火亻	CJK	9000001
𤆢	WuRnUbi	火人匕	ExtB	100
𤆷	WuRnUb	火亻	ExtB	100
烨	WuRnUbCi	火亻十	CJK	9865416
𠒡	WrRnUdu	光人斗	ExtB	100
𦥿	WrRUj	光⺈臼	ExtB	100
𡓢	WuRUjRnRnTu	火⺈臼人人土	ExtB	100
𩆈	WsRnVhUjZ	⻗人䒑臼乚	ExtB	100
烩	WuRnWv	火人云	CJK	9983428
𪸞	WuRWi	火⺈小	ExtC	100
𠀾	WwRnWv	不人云	ExtB	100
𩅋	WsRnXvL	亻聿廴	ExtB	100
𤌀	WuRXjiQi	火⺈彐心	ExtB	100
𤐑	WuRXjiXpWu	火⺈彐攵灬	ExtB	100
𤇪	WuRnY	火人彡	ExtB	100
零	WsRjZd	⻗亽龴	CJK	9991316
炩	WuRjZd	火亽龴	CJK	9763666
𩖵	WfRjZd	亼龴	ExtB	100
𩖦	WfRjZ	風亽ヿ	ExtB	100
炝	WuRnZi	火人⺋	CJK	9922172
零	WsRjZi	⻗亼ㄗ	兼容文字	100
𠟨	WsRjZdJd	亼龴刂	ExtB	100
䴇	WsRjZdKi	⻗亽龴鳥	ExtA	100
𩁎	WsRjZdKz	亼龴隹	ExtB	100
𨗺	WsRjZdL	⻗亽龴辶	ExtB	100
焓	WuRjZO	火亽ヿ口	CJK	9918096
焾	WuRjZQi	火亽ヿ心	CJK	100
𩂇	WsRjZ	亽ヿ	ExtB	100
𨞖	WsRjZdTe	⻗亽龴阝	ExtB	100
𩄈	WsRjZdWv	⻗亽龴云	ExtB	100
雨	Ws	雨	CJK	9996068
⻗	Ws	⻗	部首补充	100
	Ws		私用区	1
	Ws		私用区	1
	Ws	⻗	私用区	1
⾬	Ws	雨	康熙部首	100
𠕒	Ws	雨	ExtB	100
𠕘	Ws	雨	ExtB	100
𠕲	Ws	雨	ExtB	100
霃	WsSvARe	⻗氵冖儿	CJK	9840682
䨵	WsSvAxBoCi	⻗氵覀日十	ExtA	100
霘	WsSvAHiO	⻗氵冂一口	CJK	9000010
𩅴	WsSvALc	⻗氵冖車	ExtB	100
𤊀	WuSANz	火⺍冖子	ExtB	100
𩂸	WsSvAPp	⻗氵冖几	ExtB	100
𫕵	WsSvAsTuKy	⻗氵罒土	ExtC	100
𩃱	WsSvAUbi	⻗氵宀匕	ExtB	100
𩆓	WsSvBoAsXy	氵曰罒又	ExtB	100
𩅳	WsSvBoPkRnZ	⻗氵曰勹人㇗	ExtB	100
𣱖	WqSb	气冫	ExtB	100
𡮛	WiSvBoTu	小氵日土	ExtB	100
𤒴	WuSvBoYaYaWu	火氵日幺幺灬	ExtB	100
霟	WsSvCCv	⻗氵艹	CJK	9000001
𩅠	WsSvCiAKy	氵十冂	ExtB	100
𫕷	WsSvCOOKz	⻗氵艹口口隹	ExtC	100
霔	WsSvDGw	⻗氵丶王	CJK	9000007
𩘃	WfSpDvJd	風巛月刂	ExtB	100
𩅻	WsSvElBo	⻗氵耂日	ExtB	100
𩇋	WsSvEeEeEe	氵耳耳耳	ExtB	100
𩅹	WsSvEsEmu	⻗氵目	ExtB	100
𩆂	WsSbEqGb	冫欠貝	ExtB	100
𩄋	WsSvEh	⻗氵而	ExtB	100
𩅵	WsSvEsiHgTu	⻗氵尸土	ExtB	100
𩘛	WfSpEdJd	風巛歹刂	ExtB	100
𫕪	WsSvEdJd	⻗氵歹刂	ExtC	100
𩆸	WsSvEvKz	氵羽隹	ExtB	100
䨏	WsSbEq	⻗冫欠	ExtA	100
𤊲	WuSpEx	火巛囟	ExtB	100
𠡤	WvSpFi	力	ExtB	100
𩗮	WfSpGa	風巛田	ExtB	100
𤉣	WuSpGa	火巛田	ExtB	100
𪹟	WuSpGb	火巛貝	ExtC	100
𤍒	WuSpGaMu	火巛田木	ExtB	100
𩃦	WsSvGsiO	氵厶口	ExtB	100
䨙	WsSvGr	⻗氵壬	ExtA	100
霈	WsSvHiYj	⻗氵一巾	CJK	9306774
𩅿	WsSvHpFc	氵甫寸	ExtB	100
䨕	WsSvHiF	⻗氵一	ExtA	100
𤉣	WuSpHiGa	火巛一田	兼容增补	100
霶	WsSvIvAIf	⻗氵冖方	CJK	9000001
𩆩	WsSvIzuFc	氵壴寸	ExtB	100
𩃎	WsSvIf	⻗氵方	ExtB	100
𤒚	WuSvIaHc	火氵曲辰	ExtB	100
𩃜	WsSvIh	氵立	ExtB	100
𫕦	WsSvIx	⻗氵文	ExtC	100
𩃚	WsSvIYa	氵亠幺	ExtB	100
霐	WsSvJgGsi	⻗氵弓厶	CJK	9000004
𩃁	WsSvJdXy	氵又	ExtB	100
爉	WuSpKsu	火巛	CJK	9000001
𩄬	WsSvKtuRe	⻗氵儿	ExtB	100
𩙑	WfSpKsu	風巛	ExtB	100
𤎞	WuSpKsu	火巛䑕	ExtB	100
𩆀	WsSvKzXy	氵隹又	ExtB	100
𨖝	WsSpL	巛辶	ExtB	100
𨓞	WvSpL	辶	ExtB	100
霂	WsSvMu	⻗氵木	CJK	9000021
𩅪	WsSvMuEmu	氵木目	ExtB	100
𩆤	WsSvMuMuDv	氵木木⺼	ExtB	100
䨬	WsSvMuMu	⻗氵木木	ExtA	100
𩆭	WsSvOEeJge	氵口耳	ExtB	100
𠞌	WvSpOJd	口刂	ExtB	100
氚	WqSp	气川	CJK	9898170
𩆎	WsSvPJdGa	⻗氵刀田	ExtB	100
𩅅	WsSvPJgPJg	氵丿丿干	ExtB	100
𩃵	WsSvPjMu	氵九木	ExtB	100
𤆑	WuSp	火川	ExtB	100
㐬	WvSp		ExtA	100
𡿮	WvSp	巛	ExtB	100
霑	WsSvQbuO	⻗氵⺊口	CJK	9399314
𫕭	WsSvQbuBoCi	⻗氵⺊日十	ExtC	100
𩘫	WfSvQNm	風氵母	ExtB	100
𤍃	WuSvQNm	火氵母	ExtB	100
𩄼	WsSvQv	氵非	ExtB	100
𩃰	WsSvQYe	⻗氵也	ExtB	100
霗	WsSvRjZd	⻗氵亽龴	CJK	9000001
𩆯	WsSvRjOORnRn	氵亼口口人人	ExtB	100
𤍺	WuRnRnRnRnQZ	火人人人人丄ㄅ	ExtB	100
靋	WsSvTcUhUhLh	⻗氵厂禾禾止	CJK	9000001
𤇱	WuSpTs	火巛山	ExtB	100
䨟	WsSvTuTu	⻗氵土土	ExtA	100
𩄂	WsSvTcYi	⻗氵	ExtB	100
𤋻	WuSvTcYi	火氵	ExtB	100
霮	WsSvUgaCvZ	⻗氵㇗	CJK	9000007
𤐹	WuSvUmL	火皿辶	ExtB	100
𤭕	WvSpUw	瓦	ExtB	100
𩅅	WsSvVhCg	氵䒑廾	兼容增补	100
𩖱	WfSv	風水	ExtB	100
𩃍	WsSvVbGsi	⻗氵八厶	ExtB	100
𩂷	WsSvVeRe	氵二儿	ExtB	100
𩂍	WsSv	⻗水	ExtB	100
𣲱	WuSv	火水	ExtB	100
𤆩	WuSv	火水	ExtB	100
𣲮	WwSv	不水	ExtB	100
𩂧	WsSvVeZ	氵二ㄅ	ExtB	100
𩃯	WsSvWu	⻗水灬	ExtB	100
霪	WsSvXzGr	⻗氵爫壬	CJK	9399236
𩅕	WsSvXjiAYj	⻗氵彐冖巾	ExtB	100
𤎛	WuSvXzGr	火氵爫壬	ExtB	100
𩆍	WsSvXzUf	⻗氵爫缶	ExtB	100
𤐓	WuSvXzYaNr	火氵爫幺大	ExtB	100
䨰	WsSvYge	⻗氵革	ExtA	100
𢂙	WvSpYj	巾	ExtB	100
堂	WaTu	土	CJK	9995466
𪺁	WuTiAsGb	火士罒貝	ExtC	100
𩅃	WsTsAQs	山宀示	ExtB	100
𤌫	WuTiATo	火士冖石	ExtB	100
𤆓	WuTa	火广	ExtB	100
𤏈	WuTiAUdo	火士冖豆	ExtB	100
爌	WuTaBv	火广黄	CJK	9503596
㷞	WuTcBoNz	火厂日子	ExtA	100
𤒲	WuTaBwTu	火广黒土	ExtB	100
熴	WuTsBoUbiUbi	火山日匕	CJK	9906860
兤	WrTaBv	光广黄	CJK	9000001
兤	WrTaBv	光广黃	兼容增补	100
㷧	WuTcBaWi	火厂白小	ExtA	100
靊	WsTsCfCfUdo	⻗山丰丰豆	CJK	9702992
㷯	WuTuCfDF	火土㇏	ExtA	100
爄	WuTcCGaLa	火厂艹田⽱	CJK	9000001
𤊠	WuToCg	火石廾	ExtB	100
𪹒	WuTcChBo	火厂廿日	ExtC	100
熫	WuTaChWu	火广廿灬	CJK	9000001
𤆧	WuTuD	火土丶	ExtB	100
煓	WuTsEh	火山而	CJK	9000001
䣊	WaTe	尚阝	ExtA	100
邺	WhTe	业阝	CJK	9967032
𨜹	WhTe	阝	ExtB	100
𤊫	WuTuEp	火土皮	ExtB	100
𠁓	WwTvEq	不谷欠	ExtB	100
𨜄	WsTe	雨阝	ExtB	100
邩	WuTe	火阝	CJK	9897822
䢵	WvTe	云阝	ExtA	100
𨚀	WwTe	不阝	ExtB	100
雳	WsTcFi	⻗厂力	CJK	9001540
𩙇	WfTeFFgDv	風阝工⺝	ExtB	100
𩅡	WsTeFFgDv	阝工⺼	ExtB	100
㷆	WuTfu	火阜	ExtA	100
熆	WuTuGsiUm	火土厶皿	CJK	9000001
𡮊	WiTuGsiJdD	小土厶刀丶	ExtB	100
𪸘	WuTuGsi	火土厶	ExtC	100
䨪	WsTuGaTu	⻗土田土	ExtA	100
𤇃	WuTcHiJd	火厂一	ExtB	100
𪹖	WuTsHiJdXp	火山一攵	ExtC	100
𩗇	WfTcHiO	風一口	ExtB	100
𤈡	WuTsHiRe	火山一儿	ExtB	100
𤍉	WuTsIi	火山言	ExtB	100
𤒢	WuTaIaUh	火广㐭禾	ExtB	100
熣	WuTsKz	火山隹	CJK	9000001
燵	WuTuKyL	火土羊辶	CJK	9000001
𨗵	WqTuKyL	气土羊辶	ExtB	100
𩅀	WsTuKyPd	土丸	ExtB	100
𤎒	WuTuKyPd	火土丸	ExtB	100
𩆔	WsTuKyPdTu	土丸土	ExtB	100
𩅚	WsTuKz	⻗土隹	ExtB	100
霳	WsTeLHiCp	⻗阝夂一生	CJK	9984382
𨎖	WaTuLc	土車	ExtB	100
㷨	WuTsLCf	火山夂丰	ExtA	100
𩄛	WsTeLc	阝車	ExtB	100
𪹜	WuTaLc	火广車	ExtC	100
𨖑	WaTuLcL	土車辶	ExtB	100
𩄐	WsTeLL	阝夂㐄	ExtB	100
𤌅	WuTeLL	火阝夂㐄	ExtB	100
䨨	WsTdL	⻗辶	ExtA	100
㷟	WuTdL	火辶	ExtA	100
𨕕	WvTdL	㠯辶	ExtB	100
䨯	WsTeMuBo	⻗阝木日	ExtA	100
𩆝	WsTcMuMuQi	⻗厂木木心	ExtB	100
𩅩	WsTcMuMu	厂木木	ExtB	100
𠒥	WrTaMu	光广木	ExtB	100
𤉜	WuTaMu	火广木	ExtB	100
炻	WuTo	火石	CJK	9834898
𤐽	WuTiOAHgTu	火士口冖土	ExtB	100
𩗊	WfTiO	風士口	ExtB	100
雼	WsTo	⻗石	CJK	9399612
𤈄	WuTiO	火士口	ExtB	100
𩃇	WsTuPkVe	土勹二	ExtB	100
𤐜	WuTsQg	火山鬼	ExtB	100
𤐡	WuTuQg	火土鬼	ExtB	100
𤊭	WuTaQs	火广示	ExtB	100
𤏚	WuTcRnKz	火厂亻隹	ExtB	100
𤊥	WuTuReL	火土儿夊	ExtB	100
氙	WqTs	气山	CJK	9891760
𩖞	WfTs	風山	ExtB	100
𡸭	WhTs	山	ExtB	100
𪨤	WiTs	小山	ExtC	100
𡷀	WrTs	光山	ExtB	100
灿	WuTs	火山	CJK	9945760
燒	WuTuTuTuHiRe	火土土土一儿	CJK	9000001
𪸱	WuTaTuD	火广土丶	ExtC	100
䣘	WaTuTe	土阝	ExtA	100
𤋬	WuTsTsL	火山山夊	ExtB	100
𤊤	WuTsTo	火山石	ExtB	100
𤌷	WuTuTuQi	火土土心	ExtB	100
𤎃	WuTuTuTo	火土土石	ExtB	100
𤑭	WuToToTo	火石石石	ExtB	100
𤋫	WuTsTsTs	火山山山	ExtB	100
𤏎	WuTuTuTuTu	火土土土土	ExtB	100
𤒋	WuTuTuTuTuWu	火土土土土灬	ExtB	100
𤋑	WuTuTuTu	火土土土	ExtB	100
